id,mssubclass,mszoning,lotarea,street,alley,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,poolarea,poolqc,fence,miscfeature,miscval,mosold,saletype,saleprice,totalporch,totalbaths,remod,age_blt,age_garage,age_remod
1082,120,RM,3940.0,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,4,3,PConc,4,3,1,6,1087.0,1,0.0,306.0,1393.0,GasA,5,Y,5,1576.0,0.0,0.0,1576.0,2,1,4,7,1,3,Attchd,2,3,668.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,219990.0,163.0,3.0,0,4,4,4
1440,20,RL,9382.0,Pave,NA,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,5,1479.0,0.0,0.0,1479.0,3,1,4,7,0,0,Attchd,2,2,577.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,191000.0,145.0,2.0,1,9,9,8
2006,40,RL,6854.0,Pave,NA,4,Bnk,4,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,2,317.0,3,227.0,212.0,756.0,GasA,3,N,4,916.0,144.0,0.0,1060.0,1,1,3,4,1,4,Detchd,1,1,308.0,2,3,3,0.0,0,0,NA,0.0,8,WD ,136500.0,215.0,2.0,1,82,38,13
2082,30,RL,11515.0,Pave,NA,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,5,943.0,0.0,0.0,943.0,3,1,4,5,0,0,Detchd,1,1,308.0,3,3,1,0.0,0,0,NA,0.0,8,WD ,80000.0,60.0,1.0,1,49,49,13
2344,50,RL,13837.0,Pave,NA,3,Lvl,4,Corner,3,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,4,Y,5,1377.0,806.0,0.0,2183.0,4,1,4,7,0,0,Attchd,1,3,786.0,3,3,3,0.0,0,0,NA,0.0,2,WD ,229000.0,0.0,2.5,0,18,18,18
248,60,RL,9938.0,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,5,Y,5,1062.0,887.0,0.0,1949.0,3,1,4,7,1,3,Attchd,3,2,574.0,3,3,3,0.0,0,4,NA,0.0,6,WD ,236000.0,246.0,3.5,1,17,17,16
2276,20,RL,12633.0,Pave,NA,3,HLS,4,Inside,3,Timber,PosA,PosA,1Fam,1Story,10,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,5,3,PConc,5,3,4,1,0.0,1,0.0,1824.0,1824.0,GasA,5,Y,5,1824.0,0.0,0.0,1824.0,3,1,5,7,1,4,Attchd,3,3,932.0,3,3,3,0.0,0,0,NA,0.0,9,New,392000.0,304.0,2.0,1,1,1,0
755,70,RM,6876.0,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,GasA,2,Y,5,1146.0,784.0,0.0,1930.0,4,1,3,7,0,0,Attchd,1,1,316.0,3,3,3,0.0,0,3,NA,0.0,8,WD ,149000.0,213.0,3.0,1,82,82,59
1178,160,FV,3951.0,Pave,Pave,3,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,10,5,Gable,CompShg,BrkFace,MetalSd,None,0.0,5,3,PConc,4,3,2,4,128.0,6,842.0,0.0,970.0,GasA,5,Y,5,1469.0,924.0,0.0,2393.0,2,1,5,7,1,3,Attchd,3,2,846.0,3,3,3,0.0,0,0,NA,0.0,2,WD ,345000.0,184.0,3.5,1,10,10,9
2636,70,RM,9856.0,Pave,Grvl,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,8,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2,3,1,1,0.0,1,0.0,716.0,716.0,GasA,5,Y,4,1007.0,1007.0,0.0,2014.0,5,1,3,7,0,0,Detchd,1,2,624.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,169000.0,239.0,2.0,1,106,106,1
2077,20,RL,17808.0,Pave,NA,4,Lvl,4,Inside,3,Edwards,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,484.0,484.0,GasA,3,N,5,1242.0,0.0,0.0,1242.0,2,1,3,4,0,0,Attchd,1,1,336.0,3,3,1,0.0,0,0,NA,0.0,7,WD ,109900.0,0.0,1.0,1,61,61,57
2930,60,RL,9627.0,Pave,NA,4,Lvl,4,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,3,3,PConc,4,3,3,2,758.0,1,0.0,238.0,996.0,GasA,5,Y,5,996.0,1004.0,0.0,2000.0,3,1,3,7,1,3,Attchd,3,3,650.0,3,3,3,0.0,0,0,NA,0.0,11,WD ,188000.0,238.0,2.5,1,13,13,12
737,50,RM,6000.0,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,Y,3,825.0,587.0,0.0,1412.0,4,1,3,7,1,4,Detchd,1,1,280.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,132500.0,45.0,1.0,1,70,70,59
837,20,RL,9757.0,Pave,NA,4,Low,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,755.0,1,0.0,235.0,990.0,GasA,5,Y,5,990.0,0.0,0.0,990.0,3,1,3,7,0,0,Attchd,2,1,440.0,3,3,3,0.0,0,0,NA,0.0,10,WD ,143000.0,158.0,2.0,0,15,14,15
2086,20,RL,9280.0,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,5,557.0,1,0.0,785.0,1342.0,GasA,5,Y,5,1342.0,0.0,0.0,1342.0,4,1,3,7,0,0,Detchd,1,1,256.0,3,3,3,0.0,0,0,NA,0.0,4,WD ,125000.0,0.0,2.0,0,56,56,56
2385,20,RL,14780.0,Pave,NA,3,HLS,4,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,PConc,5,3,4,6,1505.0,1,0.0,363.0,1868.0,GasA,5,Y,5,1868.0,0.0,0.0,1868.0,2,1,5,7,1,4,Attchd,3,3,1085.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,415000.0,566.0,3.0,0,1,1,1
189,70,RM,7740.0,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,622.0,622.0,GasA,4,Y,5,741.0,622.0,0.0,1363.0,3,1,3,7,0,0,Detchd,1,2,528.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,125500.0,168.0,1.0,1,100,44,60
635,20,RL,9600.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620.0,2,620.0,0.0,1240.0,GasA,4,Y,5,1632.0,0.0,0.0,1632.0,3,1,3,6,1,4,Attchd,2,1,338.0,3,3,3,0.0,0,3,NA,0.0,4,WD ,139000.0,289.0,3.0,1,51,51,21
432,60,RL,13478.0,Pave,NA,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,10,5,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,PConc,5,3,4,6,1338.0,1,0.0,384.0,1722.0,GasA,5,Y,5,1728.0,568.0,0.0,2296.0,3,1,5,7,1,4,BuiltIn,2,3,842.0,3,3,3,0.0,0,0,NA,0.0,6,ConLI,451950.0,656.0,3.5,0,1,1,1
900,90,RL,10926.0,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1678.0,1678.0,GasA,3,Y,5,1678.0,0.0,0.0,1678.0,6,2,3,7,0,0,NA,0,0,0.0,0,0,3,0.0,0,0,NA,0.0,8,WD ,119900.0,0.0,2.0,0,50,2009,50
966,20,RL,6853.0,Pave,NA,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5,3,1,6,1005.0,1,0.0,262.0,1267.0,GasA,5,Y,5,1296.0,0.0,0.0,1296.0,2,1,4,7,0,0,Attchd,3,2,471.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,220000.0,217.0,3.0,1,8,8,7
1612,20,RL,10667.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,CBlock,3,3,1,4,838.0,1,0.0,749.0,1587.0,GasA,3,Y,5,1587.0,0.0,0.0,1587.0,3,1,3,7,1,4,Attchd,1,2,525.0,3,3,3,0.0,0,0,NA,0.0,3,WD ,167300.0,44.0,2.0,0,36,36,36
904,50,RL,8212.0,Pave,Grvl,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,626.0,1,0.0,94.0,720.0,GasA,5,Y,5,854.0,444.0,0.0,1298.0,3,1,3,7,2,4,Detchd,1,1,256.0,3,3,3,0.0,0,0,NA,0.0,9,WD ,122000.0,84.0,1.0,1,68,69,59
2487,90,RM,9100.0,Pave,NA,4,Lvl,4,Inside,3,Sawyer,RRAe,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,3,3,1,3,1332.0,1,0.0,396.0,1728.0,GasA,3,Y,5,1728.0,0.0,0.0,1728.0,6,2,3,7,0,0,Detchd,1,2,504.0,3,3,3,0.0,0,0,NA,0.0,11,ConLI,125000.0,0.0,3.0,0,43,43,43
1304,20,RM,6000.0,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,308.0,1,0.0,620.0,928.0,GasA,4,Y,4,928.0,0.0,0.0,928.0,3,1,3,7,0,0,Attchd,3,1,288.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,112500.0,0.0,1.0,0,51,51,51
2112,60,RL,9316.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,879.0,879.0,GasA,5,Y,5,879.0,916.0,0.0,1795.0,3,1,4,7,0,0,Attchd,2,2,578.0,3,3,3,0.0,0,0,NA,0.0,10,WD ,191000.0,275.0,2.5,1,2,2,1
1244,20,RL,9464.0,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,1,4,570.0,1,0.0,510.0,1080.0,GasA,4,Y,5,1080.0,0.0,0.0,1080.0,3,1,3,7,0,0,Attchd,1,1,288.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,136000.0,130.0,1.0,0,50,50,50
843,60,RL,10400.0,Pave,NA,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0.0,1,0.0,866.0,866.0,GasA,5,Y,5,866.0,913.0,0.0,1779.0,3,1,4,7,0,0,Attchd,2,2,546.0,3,3,3,0.0,0,0,NA,0.0,3,WD ,197900.0,234.0,2.5,0,11,11,11
2689,50,RM,5310.0,Pave,NA,4,Lvl,4,Corner,3,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,2,1,1,0.0,1,0.0,485.0,485.0,GasA,4,Y,5,1001.0,634.0,0.0,1635.0,2,1,4,7,0,0,Attchd,1,1,255.0,2,3,3,0.0,0,0,NA,0.0,6,WD ,117000.0,394.0,1.0,1,96,56,3
2753,20,RL,7406.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,3,6,684.0,1,0.0,515.0,1199.0,GasA,5,Y,5,1220.0,0.0,0.0,1220.0,2,1,4,7,0,0,Attchd,2,2,632.0,3,3,3,0.0,0,0,NA,0.0,7,New,194000.0,159.0,3.0,0,0,0,0
1169,120,FV,4538.0,Pave,NA,3,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,4,3,PConc,5,3,3,6,1004.0,1,0.0,306.0,1310.0,GasA,5,Y,5,1310.0,0.0,0.0,1310.0,1,1,4,7,1,3,Attchd,2,2,545.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,285000.0,322.0,2.5,0,7,7,7
1376,190,RL,10106.0,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,5,351.0,3,181.0,112.0,644.0,GasA,4,Y,5,808.0,547.0,0.0,1355.0,4,2,3,7,0,0,NA,0,0,0.0,0,0,3,0.0,0,0,NA,0.0,9,WD ,127500.0,140.0,3.0,1,68,2008,9
2503,60,RL,13346.0,Pave,NA,3,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,728.0,1,0.0,367.0,1095.0,GasA,5,Y,5,1166.0,1129.0,0.0,2295.0,4,1,4,7,1,3,Attchd,2,2,590.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,268000.0,40.0,3.5,1,14,14,6
1987,70,RM,9639.0,Pave,NA,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,2Story,4,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,1075.0,1075.0,GasA,5,Y,5,1156.0,642.0,0.0,1798.0,4,1,3,7,0,0,Detchd,1,2,342.0,3,3,1,0.0,0,3,NA,0.0,5,WD ,137000.0,160.0,2.5,1,107,72,57
1190,20,RL,15387.0,Pave,NA,3,Lvl,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,603.0,4,294.0,723.0,1620.0,GasA,5,Y,5,1620.0,0.0,0.0,1620.0,4,1,4,7,1,4,Attchd,1,2,578.0,3,3,3,0.0,0,0,Shed,450.0,8,WD ,215000.0,254.0,2.0,0,41,41,41
1930,20,RL,10050.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,288.0,1,0.0,928.0,1216.0,GasA,3,Y,5,1216.0,0.0,0.0,1216.0,3,1,3,7,0,0,Attchd,2,1,336.0,3,3,3,0.0,0,0,NA,0.0,8,WD ,129500.0,0.0,2.0,0,52,52,52
2677,50,RM,6240.0,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,4,Y,4,896.0,448.0,0.0,1344.0,3,1,3,7,0,0,Detchd,1,1,240.0,2,3,3,0.0,0,0,NA,0.0,4,WD ,115000.0,314.0,1.0,1,70,70,56
1256,50,RL,7506.0,Pave,NA,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,Y,5,747.0,412.0,0.0,1159.0,3,1,3,7,0,0,Detchd,1,1,288.0,2,3,1,0.0,0,0,NA,0.0,5,WD ,114000.0,180.0,1.0,1,83,76,58
2484,20,RH,8900.0,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,1056.0,1,0.0,0.0,1056.0,GasA,3,Y,5,1056.0,0.0,0.0,1056.0,2,1,3,7,0,0,Detchd,1,1,384.0,3,3,3,0.0,0,3,NA,0.0,11,WD ,107000.0,42.0,2.0,0,40,40,40
1253,50,RL,8480.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,442.0,1,0.0,390.0,832.0,GasA,3,Y,5,832.0,384.0,0.0,1216.0,2,1,3,7,0,0,Detchd,1,1,336.0,3,3,3,0.0,0,0,NA,0.0,10,COD,118500.0,260.0,1.0,1,61,61,58
1337,50,RM,6000.0,Pave,NA,4,Lvl,4,Corner,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,862.0,862.0,GasA,3,Y,5,950.0,208.0,0.0,1158.0,3,1,3,7,1,4,BuiltIn,2,1,208.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,120000.0,112.0,1.0,1,79,79,58
1788,20,RL,8847.0,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,4,3,PConc,4,3,3,6,769.0,1,0.0,769.0,1538.0,GasA,5,Y,5,1538.0,0.0,0.0,1538.0,3,1,4,7,0,0,Attchd,2,2,484.0,3,3,3,0.0,0,0,NA,0.0,12,WD ,260000.0,186.0,3.0,0,2,2,2
141,20,RL,8050.0,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,3,3,CBlock,3,3,1,4,856.0,3,162.0,125.0,1143.0,GasA,3,Y,5,1143.0,0.0,0.0,1143.0,3,1,3,7,0,0,Attchd,2,1,308.0,3,3,3,0.0,0,4,NA,0.0,5,WD ,136000.0,0.0,2.0,0,51,51,51
1669,20,RL,8294.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,858.0,858.0,GasA,3,Y,5,872.0,0.0,0.0,872.0,3,1,3,7,0,0,Detchd,1,4,480.0,3,3,3,0.0,0,2,NA,0.0,6,WD ,123000.0,0.0,1.0,0,36,33,36
1366,50,RM,7920.0,Pave,Grvl,3,Lvl,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,319.0,319.0,GasA,3,Y,4,1035.0,371.0,0.0,1406.0,3,1,2,7,0,0,NA,0,0,0.0,0,0,1,0.0,0,3,NA,0.0,3,WD ,89500.0,144.0,1.0,1,88,2008,58
52,20,RL,18494.0,Pave,NA,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1324.0,1324.0,GasA,5,Y,5,1324.0,0.0,0.0,1324.0,3,1,4,7,0,0,Attchd,3,2,430.0,3,3,3,0.0,0,0,NA,0.0,1,WD ,199500.0,59.0,2.0,0,5,5,5
1380,20,RL,7162.0,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,1,0.0,1,0.0,876.0,876.0,GasA,3,Y,5,904.0,0.0,0.0,904.0,3,1,3,7,0,0,Attchd,1,1,408.0,3,3,3,0.0,0,3,NA,0.0,12,WD ,109900.0,0.0,1.0,0,42,42,42
919,70,RL,10918.0,Pave,NA,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,9,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,1,1,0.0,1,0.0,1276.0,1276.0,GasA,5,Y,5,1276.0,804.0,0.0,2080.0,3,1,4,7,2,4,Detchd,1,1,282.0,3,3,3,0.0,0,3,NA,0.0,6,WD ,234000.0,145.0,1.5,1,83,83,5
2804,120,RM,4435.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,2,6,662.0,1,0.0,186.0,848.0,GasA,5,Y,5,848.0,0.0,0.0,848.0,1,1,4,7,1,4,Attchd,2,2,420.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,155900.0,140.0,2.0,0,2,2,2
782,50,RL,11250.0,Pave,NA,4,Lvl,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,1,0.0,1,0.0,1104.0,1104.0,GasA,5,Y,4,1104.0,684.0,0.0,1788.0,5,1,3,5,2,3,Attchd,1,1,304.0,3,3,3,0.0,0,0,NA,0.0,11,WD ,161500.0,120.0,2.0,1,52,52,20
956,20,RL,14375.0,Pave,NA,3,Lvl,2,CulDSac,3,Timber,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3,3,1,6,111.0,3,354.0,354.0,819.0,GasA,4,Y,4,1344.0,0.0,0.0,1344.0,3,1,4,7,1,4,Basment,2,2,525.0,3,3,3,0.0,0,0,NA,0.0,1,COD,137500.0,351.0,1.5,0,51,51,51
187,190,RM,9045.0,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,5,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,2,1,0.0,1,0.0,840.0,840.0,Grav,2,N,3,1128.0,1128.0,0.0,2256.0,4,2,2,7,0,0,NA,0,0,0.0,0,0,1,0.0,0,0,NA,0.0,6,WD ,76500.0,36.0,2.0,1,100,2010,60
2074,60,RL,10029.0,Pave,NA,3,Lvl,4,Corner,3,ClearCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4,3,1,6,831.0,1,0.0,320.0,1151.0,GasA,3,Y,5,1164.0,896.0,0.0,2060.0,4,1,3,7,1,3,Attchd,1,2,521.0,3,3,3,0.0,0,0,NA,0.0,9,WD ,211000.0,420.0,3.0,1,19,19,18
1039,120,RH,4060.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,266.0,1,0.0,1139.0,1405.0,GasA,5,Y,5,1337.0,0.0,0.0,1337.0,2,1,4,7,0,0,Attchd,3,2,511.0,3,3,3,0.0,0,0,NA,0.0,8,COD,181000.0,212.0,3.0,1,10,10,9
1210,80,RL,9020.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,3,312.0,5,539.0,276.0,1127.0,GasA,3,Y,5,1165.0,0.0,0.0,1165.0,3,1,3,7,0,0,Attchd,2,2,490.0,4,4,3,0.0,0,4,NA,0.0,5,WD ,174900.0,129.0,2.5,0,42,42,42
2710,80,RL,11777.0,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,3,3,CBlock,3,3,3,2,328.0,5,551.0,285.0,1164.0,GasA,5,Y,5,1320.0,0.0,0.0,1320.0,3,1,3,7,2,2,Attchd,2,2,564.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,164500.0,468.0,2.0,0,40,40,40
44,20,RL,10171.0,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,1,6,2.0,1,0.0,1515.0,1517.0,GasA,5,Y,5,1535.0,0.0,0.0,1535.0,3,1,4,7,0,0,Attchd,2,2,532.0,3,3,3,0.0,0,0,NA,0.0,3,WD ,214000.0,0.0,2.0,0,6,6,6
1026,60,RL,10400.0,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,738.0,738.0,GasA,3,Y,5,1277.0,767.0,0.0,2044.0,3,1,3,6,1,3,Attchd,1,2,489.0,3,3,3,0.0,0,0,NA,0.0,3,WD ,185000.0,101.0,2.5,1,28,28,20
1343,50,RM,6240.0,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,80.0,1,0.0,624.0,704.0,GasA,5,Y,5,624.0,512.0,0.0,1136.0,2,1,3,7,0,0,Detchd,1,1,336.0,3,3,3,0.0,0,0,NA,0.0,8,WD ,123000.0,445.0,1.5,1,79,18,58
