id,lotarea,lotshape,utilities,landslope,overallqual,overallcond,masvnrarea,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplacequ,garagefinish,garagearea,garagequal,garagecond,paveddrive,poolarea,poolqc,fence,mosold,saleprice,totalporch,totalbaths,remod,age_blt,age_garage,age_remod,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NAmes,nhood_NPkVill,nhood_NWAmes,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,rstyle_Gable,rstyle_Hip,fd_BrkTil,fd_CBlock,fd_PConc,hstyle_2s,btype_1Fam,btype_2Fam,btype_twnh,mvtype_BrkFace,mvtype_None,mvtype_Stone,gtype_Attchd,gtype_BuiltIn,gtype_Detchd,gtype_NA,newhouse,mainrd,railway,park
878,4435.0,4,4,3,6,5,170.0,4,3,3,6,685.0,1,0.0,163.0,848.0,1,5,848.0,0.0,0.0,848.0,1,1,4,7,0,3,420.0,3,3,3,0.0,0,0,6,144000.0,140.0,2.0,1,6,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1548,5890.0,4,4,3,6,8,0.0,3,3,3,5,538.0,1,0.0,278.0,816.0,1,5,816.0,0.0,0.0,816.0,2,1,3,7,0,1,432.0,3,3,3,0.0,0,0,6,120500.0,96.0,1.0,1,78,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
841,10859.0,4,4,3,5,5,0.0,4,3,1,1,0.0,1,0.0,1097.0,1097.0,1,5,1097.0,0.0,0.0,1097.0,3,1,3,7,0,1,672.0,3,3,3,0.0,0,0,6,145000.0,456.0,1.5,1,15,14,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1621,5330.0,4,4,3,8,5,0.0,4,3,3,6,1196.0,1,0.0,298.0,1494.0,1,5,1652.0,0.0,0.0,1652.0,2,1,5,7,0,2,499.0,3,3,3,0.0,0,0,8,251000.0,144.0,3.0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
218,10778.0,4,4,3,4,5,0.0,3,3,1,1,0.0,1,0.0,1768.0,1768.0,0,5,1768.0,0.0,0.0,1768.0,4,2,3,7,0,0,0.0,0,0,3,0.0,0,0,4,136500.0,0.0,2.0,0,42,2010,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1504,6845.0,4,4,3,4,5,58.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,3,1152.0,0.0,0.0,1152.0,2,2,3,7,0,0,0.0,0,0,1,0.0,0,0,7,82500.0,0.0,2.0,0,53,2008,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
946,21780.0,4,3,3,2,4,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,4,810.0,0.0,0.0,810.0,1,1,3,6,0,1,280.0,3,3,1,0.0,0,0,3,57625.0,143.0,1.0,1,99,34,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
455,10307.0,3,4,3,7,5,176.0,4,3,1,6,876.0,1,0.0,474.0,1350.0,1,5,1358.0,0.0,0.0,1358.0,2,1,4,7,4,2,484.0,3,3,3,0.0,0,0,5,212500.0,218.0,3.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2906,4500.0,4,4,3,6,5,116.0,5,3,1,6,897.0,1,0.0,319.0,1216.0,1,5,1216.0,0.0,0.0,1216.0,2,1,3,7,0,1,402.0,3,3,3,0.0,0,0,5,164000.0,125.0,3.0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2878,9060.0,4,4,3,6,5,327.0,3,3,1,1,0.0,1,0.0,967.0,967.0,1,5,967.0,671.0,0.0,1638.0,4,1,4,7,0,1,384.0,3,3,3,0.0,0,0,4,139000.0,21.0,2.0,0,49,49,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1173,2160.0,4,4,3,7,5,212.0,4,3,1,4,510.0,1,0.0,90.0,600.0,1,5,624.0,628.0,0.0,1252.0,2,1,4,7,0,1,462.0,3,3,3,0.0,0,0,3,160000.0,48.0,3.5,1,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
985,7669.0,4,4,3,5,6,0.0,4,3,3,6,718.0,2,110.0,0.0,828.0,1,5,883.0,0.0,0.0,883.0,2,1,3,7,2,1,698.0,3,3,3,0.0,0,4,6,149000.0,132.0,2.0,1,17,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
975,9858.0,4,4,3,5,6,0.0,3,3,1,4,510.0,1,0.0,354.0,864.0,1,5,874.0,0.0,0.0,874.0,3,1,3,7,0,2,288.0,3,3,3,0.0,0,2,11,130000.0,33.0,2.0,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
202,10300.0,3,4,3,7,6,0.0,3,3,1,1,0.0,1,0.0,576.0,576.0,1,5,902.0,808.0,0.0,1710.0,3,1,3,7,0,1,480.0,3,3,3,0.0,0,4,4,140000.0,87.0,2.0,1,89,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
528,8125.0,4,4,3,8,5,288.0,4,3,1,1,0.0,1,0.0,1836.0,1836.0,1,5,1836.0,0.0,0.0,1836.0,3,1,4,7,4,3,517.0,3,3,3,0.0,0,0,10,264500.0,175.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2579,14850.0,3,4,3,5,5,0.0,3,3,1,3,895.0,1,0.0,197.0,1092.0,1,4,1092.0,0.0,0.0,1092.0,2,1,3,7,3,3,299.0,3,3,3,0.0,0,1,5,141000.0,390.0,2.0,0,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1841,4274.0,3,4,3,7,5,0.0,4,3,1,6,1106.0,1,0.0,135.0,1241.0,1,5,1241.0,0.0,0.0,1241.0,1,1,4,7,0,3,569.0,3,3,3,0.0,0,0,11,199900.0,116.0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
591,9650.0,4,4,3,6,5,360.0,4,3,1,5,686.0,1,0.0,664.0,1350.0,1,5,1334.0,0.0,0.0,1334.0,2,1,3,7,3,2,630.0,3,3,3,0.0,0,0,4,167900.0,16.0,2.5,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1897,14585.0,3,4,3,6,6,85.0,3,3,1,4,594.0,3,219.0,331.0,1144.0,1,5,1429.0,0.0,0.0,1429.0,3,1,4,7,4,1,572.0,3,3,3,0.0,0,0,6,181900.0,326.0,1.5,1,47,47,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
70,9000.0,4,4,3,8,5,36.0,4,3,3,6,1078.0,1,0.0,488.0,1566.0,1,5,1566.0,0.0,0.0,1566.0,3,1,4,7,0,2,750.0,3,3,3,0.0,0,0,4,262500.0,312.0,3.0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
590,13774.0,3,4,3,7,7,283.0,4,3,1,6,432.0,1,0.0,476.0,908.0,1,5,1316.0,972.0,0.0,2288.0,4,1,4,7,3,2,520.0,3,3,3,0.0,0,0,11,230000.0,549.0,2.0,1,32,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1172,5119.0,3,4,3,9,5,60.0,5,3,3,6,1238.0,1,0.0,460.0,1698.0,1,5,1709.0,0.0,0.0,1709.0,2,1,4,7,3,3,506.0,3,3,3,0.0,0,0,1,328900.0,162.0,3.0,1,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1714,9254.0,3,4,3,8,5,210.0,4,3,1,6,119.0,1,0.0,1602.0,1721.0,1,5,1721.0,0.0,0.0,1721.0,3,1,4,7,0,2,554.0,3,3,3,0.0,0,0,1,232698.0,195.0,3.0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
829,10324.0,3,4,3,8,5,140.0,4,3,3,6,872.0,1,0.0,382.0,1254.0,1,5,1254.0,0.0,0.0,1254.0,2,1,4,7,0,2,810.0,3,3,3,0.0,0,0,3,221800.0,260.0,3.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1397,8375.0,4,4,3,5,7,0.0,3,3,1,5,336.0,1,0.0,240.0,576.0,1,5,864.0,486.0,0.0,1350.0,2,1,4,6,0,1,627.0,3,3,1,0.0,0,3,6,152400.0,0.0,2.5,1,67,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
877,9750.0,4,4,3,7,5,171.0,4,3,1,1,0.0,1,0.0,1630.0,1630.0,1,5,1630.0,0.0,0.0,1630.0,3,1,4,7,3,1,451.0,3,3,3,0.0,0,0,10,213000.0,308.0,2.0,1,9,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2477,7632.0,3,4,3,7,5,96.0,4,3,1,1,0.0,1,0.0,784.0,784.0,1,5,831.0,754.0,0.0,1585.0,3,1,4,7,0,2,449.0,3,3,3,0.0,0,0,3,184900.0,177.0,2.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2871,15750.0,4,4,3,5,5,56.0,3,3,2,4,841.0,1,0.0,324.0,1165.0,1,5,1336.0,0.0,0.0,1336.0,2,1,3,7,4,1,375.0,3,3,3,0.0,0,0,6,157000.0,0.0,2.0,0,53,53,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2489,9240.0,3,4,3,5,6,0.0,3,3,1,4,612.0,1,0.0,252.0,864.0,1,5,1211.0,0.0,0.0,1211.0,2,1,3,6,3,1,576.0,3,3,3,0.0,0,3,3,144000.0,161.0,1.0,1,44,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1655,10400.0,4,4,3,6,5,253.0,4,3,1,6,903.0,1,0.0,356.0,1259.0,1,5,1353.0,0.0,0.0,1353.0,2,1,3,7,3,2,478.0,3,3,3,0.0,0,0,8,192350.0,381.0,3.0,1,28,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1891,8800.0,4,4,3,7,6,202.0,3,3,1,4,654.0,1,0.0,520.0,1174.0,1,5,1200.0,0.0,0.0,1200.0,3,1,3,7,3,2,440.0,3,3,3,0.0,0,3,10,163500.0,0.0,2.5,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1419,11839.0,4,4,3,7,5,99.0,4,3,1,6,1085.0,1,0.0,390.0,1475.0,1,5,1532.0,797.0,0.0,2329.0,4,1,4,7,5,1,514.0,3,3,3,0.0,0,0,5,262280.0,313.0,3.5,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1473,9135.0,4,4,3,7,5,113.0,4,3,3,6,810.0,1,0.0,726.0,1536.0,1,5,1536.0,0.0,0.0,1536.0,3,1,4,7,0,2,532.0,3,3,3,0.0,0,0,12,214000.0,266.0,3.0,1,6,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2868,14115.0,3,4,3,6,7,0.0,3,3,1,5,296.0,6,547.0,230.0,1073.0,1,5,1811.0,0.0,0.0,1811.0,2,1,5,7,4,3,470.0,3,3,3,0.0,0,0,7,230000.0,280.0,1.0,1,50,50,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1695,14154.0,4,4,3,7,5,350.0,5,4,1,1,0.0,1,0.0,1063.0,1063.0,1,5,1071.0,1101.0,0.0,2172.0,3,1,4,7,4,2,947.0,3,3,3,0.0,0,0,8,280000.0,254.0,2.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2244,6565.0,4,4,3,4,6,0.0,3,3,1,6,967.0,1,0.0,106.0,1073.0,1,4,1073.0,0.0,0.0,1073.0,3,1,3,7,0,1,720.0,3,3,3,0.0,0,0,8,140000.0,444.0,2.0,1,50,22,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
169,7700.0,4,4,3,6,5,351.0,3,3,1,1,0.0,1,0.0,756.0,756.0,1,5,1051.0,788.0,0.0,1839.0,4,1,3,7,3,1,442.0,3,3,3,0.0,0,0,6,155000.0,340.0,1.5,0,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2670,4761.0,4,4,3,3,3,0.0,3,2,1,1,0.0,1,0.0,1020.0,1020.0,0,2,1020.0,0.0,0.0,1020.0,2,1,2,7,0,0,0.0,0,0,1,0.0,0,0,10,64500.0,105.0,1.0,1,88,2006,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
247,12361.0,3,4,3,6,7,85.0,4,3,1,6,860.0,1,0.0,86.0,946.0,1,5,964.0,838.0,0.0,1802.0,3,1,4,7,4,2,1017.0,3,3,3,0.0,0,0,5,218000.0,542.0,3.0,0,17,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2137,9720.0,4,4,3,5,7,51.0,3,5,3,5,755.0,1,0.0,240.0,995.0,1,5,1009.0,0.0,0.0,1009.0,3,1,3,7,2,1,576.0,3,3,3,0.0,0,3,6,160000.0,0.0,2.0,0,30,30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1794,8640.0,4,4,3,8,5,0.0,4,3,1,6,24.0,1,0.0,1314.0,1338.0,1,5,1338.0,0.0,0.0,1338.0,3,1,4,7,0,2,598.0,3,3,3,0.0,0,0,11,208900.0,141.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1498,47007.0,3,4,3,5,7,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,1,5,3820.0,0.0,0.0,3820.0,5,1,5,7,4,1,624.0,3,3,3,0.0,0,0,7,284700.0,372.0,3.5,1,49,49,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1164,3180.0,4,4,3,7,5,0.0,4,3,1,1,0.0,1,0.0,689.0,689.0,1,5,703.0,689.0,0.0,1392.0,2,1,4,7,0,1,540.0,3,3,3,0.0,0,0,3,146000.0,102.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1179,14963.0,2,4,3,8,5,0.0,4,3,1,6,786.0,1,0.0,474.0,1260.0,1,5,1288.0,0.0,0.0,1288.0,1,1,5,7,4,3,500.0,3,3,3,0.0,0,0,12,245500.0,374.0,2.5,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1340,5000.0,4,4,2,6,7,0.0,3,3,1,1,0.0,1,0.0,992.0,992.0,1,5,1013.0,0.0,0.0,1013.0,3,1,3,7,0,1,160.0,2,3,3,0.0,0,0,4,113000.0,101.0,1.0,1,82,82,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
436,16870.0,3,4,3,8,5,238.0,5,3,4,6,1531.0,1,0.0,251.0,1782.0,1,5,1782.0,0.0,0.0,1782.0,3,1,4,7,4,3,932.0,3,3,3,0.0,0,0,4,296000.0,181.0,3.0,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1636,14157.0,3,4,3,9,5,200.0,5,3,4,6,1249.0,1,0.0,673.0,1922.0,1,5,1922.0,0.0,0.0,1922.0,3,1,4,7,4,3,676.0,3,3,3,0.0,0,0,7,377426.0,229.0,3.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
421,12456.0,4,4,3,10,5,230.0,5,3,4,6,1172.0,1,0.0,528.0,1700.0,1,5,1718.0,0.0,0.0,1718.0,3,1,5,7,4,3,786.0,3,3,3,0.0,0,0,7,337500.0,264.0,3.0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
457,14836.0,3,4,2,10,5,730.0,5,3,4,6,2146.0,1,0.0,346.0,2492.0,1,5,2492.0,0.0,0.0,2492.0,2,1,5,7,5,3,949.0,3,3,3,0.0,0,0,2,552000.0,461.0,3.5,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2834,6956.0,4,4,3,4,7,0.0,2,3,2,1,0.0,1,0.0,624.0,624.0,1,5,624.0,312.0,0.0,936.0,3,1,3,7,0,1,265.0,3,1,3,0.0,0,0,4,97900.0,0.0,1.0,1,58,58,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
517,7862.0,3,4,3,6,5,0.0,4,3,1,6,27.0,1,0.0,1191.0,1218.0,1,5,1218.0,0.0,0.0,1218.0,2,1,4,7,0,3,676.0,3,3,3,0.0,0,0,9,208300.0,102.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1566,11050.0,4,4,3,7,5,0.0,4,3,2,1,0.0,1,0.0,910.0,910.0,1,5,910.0,910.0,0.0,1820.0,3,1,4,7,3,1,816.0,3,3,3,0.0,0,0,9,213000.0,350.0,2.5,1,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1439,8924.0,3,4,3,7,5,0.0,4,3,3,1,0.0,1,0.0,880.0,880.0,1,5,880.0,844.0,0.0,1724.0,3,1,4,7,0,3,527.0,3,3,3,0.0,0,0,7,188000.0,275.0,2.5,1,10,10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2577,9610.0,3,4,3,6,6,632.0,3,3,1,3,203.0,1,0.0,918.0,1121.0,1,4,1336.0,0.0,0.0,1336.0,3,1,3,7,3,2,488.0,3,3,3,0.0,0,0,12,162000.0,80.0,1.5,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2241,13710.0,4,4,3,5,5,0.0,3,3,1,4,420.0,1,0.0,490.0,910.0,1,4,910.0,648.0,0.0,1558.0,4,1,3,7,0,1,282.0,3,3,3,0.0,0,3,6,152000.0,289.0,1.5,0,57,57,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
71,12552.0,4,4,3,7,5,0.0,4,3,1,6,222.0,1,0.0,769.0,991.0,1,5,991.0,956.0,0.0,1947.0,3,1,4,7,4,2,678.0,3,3,3,0.0,0,2,5,254900.0,136.0,2.5,1,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1143,14565.0,2,4,3,7,5,145.0,4,3,3,6,537.0,1,0.0,295.0,832.0,1,5,832.0,825.0,0.0,1657.0,3,1,4,7,0,2,483.0,3,3,3,0.0,0,0,11,189000.0,218.0,2.5,1,14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1021,18559.0,3,4,3,7,5,383.0,4,3,1,6,1206.0,3,186.0,656.0,2048.0,1,5,2064.0,0.0,0.0,2064.0,3,1,4,7,2,3,550.0,3,3,3,0.0,0,0,8,235000.0,200.0,3.0,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1416,10880.0,4,4,3,5,5,0.0,3,3,1,5,1040.0,1,0.0,124.0,1164.0,0,5,1164.0,0.0,0.0,1164.0,3,1,3,7,0,1,240.0,3,3,3,0.0,0,0,8,125000.0,48.0,2.0,0,58,58,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
35,2280.0,4,4,3,7,6,0.0,4,3,1,1,0.0,1,0.0,836.0,836.0,1,5,836.0,0.0,0.0,836.0,2,1,3,7,0,1,308.0,3,3,3,0.0,0,0,6,120000.0,30.0,1.0,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
